Sku,Each Locations,Case Pick Locations,Reserve Locations,Unit Quantity,Case Pick Quantity,Reserve Quantity,Units To Be Picked Quantity,Case Pick To Be Picked Quantity,Reserve To Be Picked Quantity,Unit Replenishment Quantity,Case Pick Replenishment Quantity,Standard Pack Quantity,Packs Per Case,Standard Case Quantity,Packs Per Layer,Layers,Case Pick Maximum,Case Pick Minimum,Unit Maximum,Unit Minimum,Put Away Zone,Active Country Of Origin,Reserve Country Of Origin
PF225,54-223D,,19-346C,13,,3,0,,0,0,,12,36,432,6,6,,,14,2,RS6,,
PF226,55-400B,,02-277F,13,,15,0,,0,0,,12,66,792,11,6,,,21,9,RS2,,
PF231,55-238B,,19-326C,7,,6,0,,0,0,,12,77,924,11,7,,,30,6,RS6,,
PF311,55-214C,,02-318E,26,,16,0,,0,0,,12,135,1620,15,9,,,36,24,RS2,,
PF313,56-254B,,19-165B,12,,8,0,,0,0,,12,135,1620,15,9,,,15,3,RS6,,
PF314,56-901-3-3,,14-463-4-1,13,,10,0,,0,0,,12,135,1620,15,9,,,36,12,VNA,,
PF316,55-441C,06-371-1-1,"05-403-6-2, 05-405-6-1, 32-653-1-1",6,30,"28, 28, 80",0,0,"0, 0, 0",0,0,6,28,168,7,4,252,84,9,3,005,,
PF332,55-220C,,02-390E,22,,10,0,,0,0,,12,70,840,10,7,,,24,12,RS2,,
PF46004,52-209E,,"01-051C, 01-101E, 04-027E, 04-087C",10,,"7, 15, 33, 33",0,,"0, 0, 0, 0",0,,12,33,396,11,3,,,14,2,RS2,,
PF46033,"52-449E, 56-252A",,"02-230B, 09-058L","6, 5",,"9, 11","0, 0",,"0, 0","0, 0",,12,80,960,10,8,,,14,2,RS2,MX,"MX, MX"
PF506,54-208B,,19-301B,25,,6,0,,0,0,,12,135,1620,15,9,,,42,18,RS6,,
PF594,55-440A,03-228-2-8,"09-420-2-1, 09-469-2-2",16,0,"22, 39",0,0,"0, 0",0,0,12,36,432,6,6,,,14,2,009,,
PF598-30,55-426B,"02-235-2-8, 23-404-2-1",53-655-1-1,59,"7, 0",228,0,"0, 0",26,0,"0, 26",12,88,1056,11,8,144,72,41,17,009,,
PF599,"51-256G, 52-437B",,01-184D,"18, 5",,109,"0, 0",,0,"0, 0",,1,2400,2400,480,5,,,18,6,"01R, EAE, EAW",,
PF717,01-917-4-4,,"15-423-5-1, 21-471-1-1",63,,"114, 137",0,,"0, 0",0,,12,200,2400,40,5,,,72,36,VNA,,
PF7545,03-910-3-2,66-012A,82-125B,26,1,14,0,1,0,0,0,12,390,4680,65,6,,,36,24,1D1,CN,CN
PF7549,61-910-3-1,,14-465-5-1,20,,2,0,,0,0,,12,400,4800,40,10,,,24,12,VNA,JP,JP
PF7550,51-284E,,14-455-3-1,9,,7,0,,0,0,,12,200,2400,40,5,,,18,6,"RS4, VNA",,
PF7553,59-905-2-2,,02-189C,8,,3,0,,0,0,,12,42,504,6,7,,,18,6,VNA,JP,JP
PF7554,56-255A,,19-366A,13,,29,0,,0,0,,12,60,720,10,6,,,14,2,RS6,JP,JP
PF7556,"52-435D, 55-439E",,01-183F,"13, 13",,55,"0, 0",,0,"0, 0",,1,450,450,90,5,,,12,6,"01R, EAE, EAW",JP,JP
PF7572,59-905-2-1,,19-381H,19,,15,0,,0,0,,12,48,576,6,8,,,18,6,VNA,,
PF7583,59-908-5-2,,02-650B,22,,7,0,,0,0,,12,70,840,35,2,,,24,12,VNA,CN,CN
PF7588,59-903-2-1,,02-709C,16,,3,0,,0,0,,12,135,1620,15,9,,,24,12,VNA,,
PF7592,54-903-5-2,,01-097B,15,,14,0,,0,0,,12,70,840,10,7,,,27,15,RS2,,
PF7594,54-909-2-3,,19-273B,13,,4,0,,0,0,,12,80,960,10,8,,,24,12,VNA,,
PF7596,53-237E,,14-465-5-2,27,,2,0,,0,0,,12,135,1620,15,9,,,30,18,VNA,ES,ES
PF7597,55-461C,,01-093B,20,,10,0,,0,0,,12,30,360,6,5,,,25,13,RS2,,
PF7618,61-909-3-1,,01-105F,6,,12,0,,0,0,,12,30,360,6,5,,,15,3,VNA,,
PF7627,55-270A,,14-469-6-2,7,,3,0,,0,0,,6,88,528,11,8,,,8,2,VNA,,
PF7655,58-908-2-2,24-525-1-1,41-621-1-1,8,357,224,0,14,0,0,0,12,32,384,8,4,5760,3072,13,1,6DF,,
PF7678,52-412D,06-233-1-1,"05-433-1-2, 05-461-1-2, 31-674-1-1",12,64,"36, 36, 144",0,6,"0, 0, 0",0,0,12,36,432,9,4,864,432,14,2,005,,
PF7687,04-907-1-1,11-443-1-1,99-999Z,12,39,1,0,0,1,12,0,12,88,1056,11,8,1056,528,30,18,2DF,,
PF7698,54-425B,03-266-1-1,"04-466-5-2, 52-662-1-1",13,62,"45, 270",0,3,"0, 0",0,0,12,45,540,9,5,1080,540,18,6,004,,
PF7715,60-909-4-2,,"17-455-4-1, 22-453-3-2",2,,"16, 20",0,,"0, 0",0,,6,27,162,9,3,,,8,2,VNA,,
PF7733,54-456C,,03-054B,16,,20,0,,0,0,,12,36,432,6,6,,,25,13,RS2,,
PF7734,55-201A,,02-145B,12,,12,0,,0,0,,12,36,432,6,6,,,16,4,RS2,,
PF7748,55-423A,24-516-1-1,43-638-1-1,24,476,60,0,7,60,0,60,12,60,720,10,6,10800,5760,24,12,2DF,,
PF7749,"06-903-1-1, 54-256B",,"14-437-2-1, 21-458-3-1","20, 0",,"3, 13","0, 0",,"0, 0","0, 0",,12,36,432,6,6,,,30,18,VNA,,
PF7751,01-923-1-4,,"19-474-4-2, 22-427-1-2, 22-474-3-1, 22-474-3-2",39,,"31, 24, 50, 24",0,,"1, 0, 0, 0",0,,12,56,672,7,8,,,48,24,VNA,,
PF7755,53-447B,02-245-1-1,"01-445-3-1, 01-445-4-1, 01-445-4-2, 46-611-1-1",30,89,"60, 60, 60, 120",0,3,"0, 0, 0, 0",0,0,12,60,720,10,6,1440,720,18,6,001,,
PF7758,57-202A,,"02-670G, 03-172D",20,,"14, 40",0,,"0, 0",0,,12,40,480,20,2,,,27,15,RS4,TW,"TW, TW"
PF7761,55-403A,03-250-1-2,"04-450-4-2, 50-615-1-1",16,91,"50, 250",0,1,"0, 0",0,0,12,50,600,10,5,1200,600,14,2,004,,
PF7767,54-243A,,01-067F,26,,19,0,,0,0,,12,50,600,10,5,,,14,2,RS2,,
PF7770,57-463D,"07-220-2-1, 68-074A","09-435-5-2, 18-456-2-1, 35-653-1-1",40,"6, 12","8, 16, 96",0,"0, 0","0, 0, 0",0,"0, 0",12,16,192,4,4,96,48,48,24,009,CN,"CN, CN, CN"
PF7777,01-913-4-2,"02-253-2-3, 02-253-2-7","09-423-1-1, 09-461-3-1, 32-668-1-1",20,"7, 1","58, 42, 166",3,"5, 0","3, 0, 0",12,"3, 0",12,88,1056,11,8,528,60,30,18,009,,
PF7779,55-413B,03-272-1-2,"--D-4, 04-410-1-1",20,81,"140, 70",0,4,"70, 0",0,0,12,70,840,10,7,1680,840,24,12,004,,
PF7782,55-269A,02-231-2-6,"09-478-1-1, 18-476-5-1, 46-605-1-1, 99-999Z",9,7,"70, 76, 240, 1",0,0,"0, 0, 0, 1",6,0,6,84,504,14,6,84,42,16,10,009,MX,"MX, MX, MX, MX"
PF7787,59-904-1-2,,15-434-3-2,21,,1,0,,0,0,,12,80,960,40,2,,,24,12,VNA,CY,CY
PF7788,56-247C,,14-452-1-1,4,,5,0,,0,0,,12,60,720,20,3,,,14,2,VNA,CY,CY
PF7799,53-449A,07-266-1-1,"08-466-4-1, 08-470-1-2, 48-691-1-1",13,10,"12, 11, 60",0,0,"0, 0, 0",0,0,12,12,144,4,3,216,72,15,3,008,,
PF7812 KIT,55-451B,06-329-2-1,"03-119D, 09-426-2-2, 09-470-5-2, 19-462-3-2, 19-463-4-1",10,1,"17, 60, 45, 60, 58",0,0,"0, 0, 3, 0, 0",0,3,12,60,720,10,6,60,36,18,6,009,,
PF7818,51-252H,,14-449-2-2,34,,1,0,,0,0,,24,60,1440,10,6,,,48,24,VNA,TH,TH
PF7819,51-260J,,01-169C,38,,17,0,,0,0,,1,5710,5710,571,10,,,36,24,"01R, EAE, EAW",DE,DE
PF7820,51-276G,,01-164E,20,,31,0,,0,0,,1,1008,1008,84,12,,,24,12,"01R, EAE, EAW",TW,TW
PF7822,51-212H,,15-455-3-2,46,,1,0,,0,0,,30,224,6720,56,4,,,48,24,VNA,TH,TH
PF7823,51-264J,,19-333C,14,,7,0,,0,0,,12,175,2100,35,5,,,18,6,VNA,TW,TW
PF7824,01-909-3-4,,19-310C,31,,36,0,,0,0,,30,60,1800,10,6,,,40,10,RS6,TH,TH
PF7826,61-909-3-3,,02-597F,8,,13,0,,0,0,,12,90,1080,15,6,,,14,2,VNA,TW,TW
PF7828,54-902-2-1,,01-190A,25,,18,0,,0,0,,1,1008,1008,168,6,,,27,14,"01R, EAE, EAW",TW,TW
PF7830,51-280G,,01-162E,10,,286,0,,0,0,,1,2400,2400,200,12,,,18,6,"01R, EAE, EAW",IT,IT
PF7832,52-219E,,02-662D,28,,30,0,,0,0,,12,200,2400,40,5,,,48,24,RS4,MA,MA
PF7833,58-908-3-3,,02-790B,34,,20,0,,0,0,,12,88,1056,44,2,,,48,24,VNA,CY,CY
PF7834,55-419A,,18-455-1-1,44,,12,0,,0,0,,12,40,480,20,2,,,45,21,VNA,TR,TR
PF7836,56-910-3-2,,10-180L,22,,11,0,,0,0,,12,168,2016,56,3,,,45,21,VNA,CY,CY
PF7852 KIT,01-921-4-9,,"14-421-1-1, 21-455-2-1",46,,"51, 30",0,,"0, 0",0,,12,60,720,10,6,,,48,24,VNA,,
PF7869,51-258G,,01-162D,33,,106,0,,0,0,,1,2400,2400,100,24,,,36,24,"01R, EAE, EAW",IT,IT
PF7872,51-238F,,14-455-1-1,9,,5,0,,0,0,,12,30,360,6,5,,,16,4,VNA,TH,TH
PF7873,51-276B,,01-173D,34,,9,0,,0,0,,12,40,480,8,5,,,36,24,RS6,TH,TH
PF7874,51-264H,,01-157C,27,,72,0,,0,0,,1,1000,1000,50,20,,,36,24,"01R, EAE, EAW",TH,TH
PF7875,51-284J,,"01-119D, 01-166C",21,,"12, 12",0,,"0, 0",0,,1,1008,1008,48,21,,,42,18,"01R, EAE, EAW",TH,"TH, TH"
PF7877,51-262E,,01-164E,2,,124,0,,0,0,,1,1008,1008,84,12,,,24,12,"01R, EAE, EAW",TH,TW
PF7878,54-437D,,01-036A,13,,34,0,,0,0,,12,70,840,14,5,,,18,6,RS2,MA,MA
PF7889,"06-902-3-2, 52-401D",,"14-444-4-1, 21-435-2-2, 21-435-3-2","21, 0",,"30, 9, 46","1, 0",,"5, 0, 0","24, 36",,12,48,576,6,8,,,45,21,VNA,,
PF7889-10,53-461C,06-259-1-2,"05-409-2-2, 05-459-4-2",22,33,"44, 48",0,0,"0, 0",0,0,12,48,576,6,8,864,228,30,18,005,,
PF7889-30,07-902-2-1,,"14-445-4-1, 16-406-5-1, 16-406-5-2, 22-456-6-2, 22-458-6-1",9,,"48, 48, 36, 44, 48",0,,"0, 0, 0, 0, 0",0,,12,48,576,6,8,,,18,6,VNA,,
PF7890,53-413B,03-274-1-1,"04-474-5-2, 04-476-1-2, 04-476-4-1, 51-674-1-1",25,52,"30, 30, 30, 180",0,1,"0, 0, 0, 0",0,0,12,30,360,6,5,720,360,20,8,004,,
PF7890-10,59-905-3-3,06-215-1-1,"05-415-3-1, 05-415-4-1, 05-415-4-2, 40-649-1-1, 40-651-1-1",25,34,"24, 30, 30, 117, 450",0,0,"0, 0, 0, 0, 0",0,0,12,30,360,6,5,720,360,20,8,005,,
PF7890-30,56-208A,25-523-1-1,43-683-1-1,21,382,623,0,14,0,0,0,12,30,360,6,5,5400,2880,24,12,10W,,
PF7894,52-231B,,03-088B,3,,52,0,,0,0,,6,84,504,14,6,,,8,2,RS2,MX,MX
PF7895,01-925-3-4,,"14-440-4-2, 16-455-3-1, 18-466-1-2, 18-468-1-1, 18-472-4-1, 18-474-4-1, 21-456-2-2, 99-999Z",6,,"21, 60, 8, 60, 58, 60, 52, 0",2,,"0, 0, 0, 0, 0, 0, 0, 1",18,,6,84,504,14,6,,,36,18,VNA,MX,"MX, MX, MX, MX, MX, MX, MX, MX"
PF7896,56-438B,,"14-456-5-1, 18-470-3-1, 22-423-2-2",27,,"54, 14, 19",0,,"0, 1, 0",0,,12,66,792,11,6,,,15,3,VNA,,
PF7899,,02-207-2-8,09-453-1-2,,22,506,,3,0,,0,1,360,360,72,5,32,16,,,009,,
PF7900,,02-255-1-2,"01-455-4-2, 09-420-3-1, 09-462-4-2",,188,"288, 288, 216",,0,"0, 0, 0",,0,1,288,288,72,4,432,144,,,009,,
PF7910,52-225C,,14-454-1-1,23,,5,0,,0,0,,12,135,1620,15,9,,,14,2,VNA,BR,BR
PF7916,52-251A,,19-222H,35,,18,0,,1,0,,12,135,1620,15,9,,,50,26,RS6,DE,DE
PF7928,52-220C,06-217-1-2,"05-417-3-2, 05-417-4-2, 42-645-1-1",86,42,"36, 35, 108",0,1,"0, 0, 0",0,0,12,36,432,6,6,864,432,60,36,005,,
PF7930,"01-911-3-3, 57-231C",02-239-1-2,01-451-2-2,"81, 68",72,84,"0, 0",21,0,"0, 0",0,6,84,504,14,6,756,252,120,60,001,,
PF7934 KIT,01-903-1-1,03-228-2-5,"09-459-2-2, 33-657-1-1",170,3,"9, 96",6,0,"0, 0",0,0,12,32,384,8,4,,,240,120,009,,
PF7935,53-264C,06-357-1-2,05-411-5-2,13,29,29,0,0,0,0,0,12,36,432,6,6,648,216,20,8,005,,
PF7938,52-444A,,"17-106E, 19-254E",18,,"53, 16",0,,"0, 0",0,,6,200,1200,40,5,,,24,12,RS6,DE,"DE, DE"
PF7939,51-280I,,82-111C,24,,45,0,,0,0,,12,400,4800,40,10,,,20,8,1D1,DE,DE
PF7946,55-416C,,17-049D,7,,16,0,,0,0,,6,60,360,15,4,,,12,6,RS6,,
PF7947,59-906-1-3,,"01-057C, 01-078F",22,,"23, 11",0,,"0, 0",0,,12,32,384,8,4,,,14,2,VNA,,
PF7973,,03-226-2-3,"17-194F, 19-622A",,2,"92, 144",,0,"0, 0",,0,1,168,168,42,4,8,4,,,009,,
PF7974,01-921-3-8,,"02-702E, 02-769C",43,,"27, 81",0,,"0, 0",0,,12,400,4800,40,10,,,48,24,RS4,DE,"DE, DE"
PF7975,61-906-5-3,,84-124B,36,,23,0,,0,0,,12,1120,13440,112,10,,,44,22,1D1,ID,ID
PF7977,01-915-4-5,02-251-2-8,"09-410-5-2, 53-608-1-1",26,8,"57, 156",8,8,"2, 0",0,2,12,88,1056,11,8,120,60,36,18,009,,
PF7978,01-909-3-1,,"14-409-5-2, 14-431-1-1",269,,"22, 28",0,,"3, 0",0,,12,70,840,10,7,,,312,156,VNA,,
PF7982,05-905-2-1,,"16-453-3-1, 16-457-5-1, 16-459-5-2, 22-469-5-2",100,,"70, 61, 70, 55",0,,"0, 0, 0, 2",0,,12,70,840,10,7,,,96,48,VNA,,
PF7983,55-448C,,"16-402-4-2, 16-402-6-2",24,,"60, 58",0,,"0, 0",0,,12,60,720,10,6,,,36,24,VNA,,
PF7984,06-908-1-1,,"16-405-2-1, 16-405-6-1, 16-405-6-2, 21-431-6-2",37,,"50, 50, 46, 41",0,,"0, 0, 0, 0",0,,12,50,600,10,5,,,36,24,VNA,,
PF7986,01-909-1-4,03-218-1-2,04-420-3-1,59,58,50,0,0,0,0,0,12,50,600,10,5,900,300,96,48,004,,
PF7994,05-904-4-2,,02-654C,12,,20,0,,0,0,,12,200,2400,40,5,,,18,6,RS4,,
PF802,60-907-4-2,,14-465-4-1,22,,3,0,,0,0,,12,135,1620,15,9,,,36,12,VNA,,
PF804,59-910-1-3,,14-454-3-2,12,,6,0,,0,0,,12,70,840,10,7,,,24,12,VNA,,
PF809,57-909-4-1,,02-854B,7,,3,0,,0,0,,12,48,576,6,8,,,18,6,VNA,,
PF810,56-408A,,02-801B,7,,3,0,,0,0,,12,70,840,14,5,,,14,2,RS4,,
PF811,58-910-5-3,,01-078D,11,,13,0,,0,0,,12,16,192,4,4,,,14,2,VNA,,
PF814,55-446B,,19-349F,29,,10,0,,0,0,,12,88,1056,11,8,,,30,18,RS6,,
PF816,51-223C,,01-131D,11,,12,0,,0,0,,12,135,1620,15,9,,,23,11,RS4,,
PF816-S,54-422A,,19-313C,26,,4,0,,0,0,,12,135,1620,15,9,,,45,21,RS6,,
PF818,51-406D,,01-470-6-2,33,,22,0,,0,0,,1,2520,2520,504,5,,,48,24,"01R, EAE, EAW",,
PF819,55-264A,,19-413E,18,,12,0,,0,0,,12,60,720,10,6,,,24,12,RS6,,
PF819-HD,56-218A,,15-463-4-1,3,,3,0,,0,0,,12,60,720,10,6,,,24,12,VNA,,
PF820-S,55-468B,,02-746C,18,,2,0,,0,0,,12,135,1620,15,9,,,36,12,RS4,,
PF822,55-250B,,19-278G,9,,4,0,,0,0,,12,60,720,10,6,,,18,6,RS6,,
PF823,55-236B,02-115-2-6,"09-414-6-2, 09-444-2-2",12,4,"42, 19",0,0,"0, 0",0,0,12,66,792,11,6,60,36,21,9,009,,
PF823-E,55-455A,06-363-2-1,"09-414-2-2, 09-426-4-1, 09-449-1-1, 46-672-1-1",12,19,"14, 60, 19, 82",0,0,"0, 0, 0, 0",0,0,12,60,720,10,6,432,216,18,6,009,,
PF824,55-263C,,21-477-3-1,10,,24,0,,0,0,,12,66,792,11,6,,,21,9,VNA,,
PF826,57-250A,,14-454-2-2,5,,1,0,,0,0,,12,60,720,10,6,,,14,2,VNA,,
PF827,04-902-2-2,03-228-2-7,09-434-2-2,30,0,7,0,0,0,0,0,12,200,2400,40,5,,,36,24,009,,
PF828,04-908-1-1,,02-286F,21,,3,0,,0,0,,12,88,1056,11,8,,,30,18,VNA,,
PF829(2),54-907-3-1,,01-058A,4,,12,0,,0,0,,6,45,270,9,5,,,8,2,RS2,,
PF831,61-901-3-2,,14-455-3-2,2,,1,0,,0,0,,12,90,1080,15,6,,,14,2,VNA,,
PF834,56-470C,,"02-198E, 02-293C",37,,"16, 7",0,,"0, 0",0,,12,135,1620,15,9,,,40,28,RS2,,
PF838,55-248B,,"01-077B, 02-197B",14,,"11, 5",0,,"0, 0",0,,12,88,1056,11,8,,,33,9,RS2,,
PF845,55-431C,,02-205I,13,,28,0,,0,0,,12,70,840,14,5,,,19,7,RS2,,
PF846,57-448C,,21-465-3-1,5,,21,3,,1,12,,12,30,360,6,5,,,17,5,VNA,,
PF847,51-280C,,82-113D,10,,26,0,,0,0,,12,360,4320,40,9,,,19,7,1D1,,
PF857,51-266G,,02-798C,4,,2,0,,0,0,,12,400,4800,40,10,,,14,2,RS4,IN,IN
PF859,51-268E,,02-673B,19,,11,0,,0,0,,12,400,4800,40,10,,,24,12,RS4,,
PF860,54-442A,,02-662B,11,,8,0,,0,0,,12,135,1620,15,9,,,36,24,RS4,,
PF861,23-908-3-4,,02-809B,16,,5,0,,0,0,,12,135,1620,15,9,,,24,12,VNA,,
PF864,51-280B,,01-135E,14,,161,0,,0,0,,1,1000,1000,100,10,,,24,12,"01R, EAE, EAW",MX,MX
PF866,61-903-3-1,,02-597C,22,,9,0,,0,0,,12,135,1620,15,9,,,30,18,VNA,,
PF869,54-246A,,02-250B,10,,5,0,,0,0,,12,12,144,4,3,,,14,2,RS2,,
PF872,01-911-4-4,06-219-1-2,"05-421-3-2, 99-999Z",39,429,"68, 2",4,0,"0, 2",24,0,12,280,3360,56,5,5040,1680,72,36,005,CN,"CN, CN"
PF882,"52-433B, 57-406A",,14-450-1-2,"5, 13",,2,"0, 0",,0,"0, 0",,12,70,840,14,5,,,14,2,VNA,,
PF883,54-264C,,02-342G,14,,13,2,,1,12,,12,90,1080,15,6,,,26,14,RS2,,
PF893,51-278B,81-128C,84-124C,19,12,11,0,0,0,0,0,12,216,2592,24,9,,,36,12,1D1,TW,TW
PF893-RV,53-409B,,01-182D,15,,55,0,,0,0,,1,5040,5040,252,20,,,24,12,"01R, EAE, EAW",TW,TW
PF894,03-908-1-2,,01-112D,81,,168,0,,0,0,,1,6468,6468,462,14,,,144,72,EAR,TW,TW
PF894-RV,51-278H,,01-132A,30,,516,0,,0,0,,1,5280,5280,264,20,,,32,20,"01R, EAE, EAW",TW,TW
PF899,55-221A,,02-282B,14,,4,0,,0,0,,12,60,720,10,6,,,24,12,RS2,,
PF902-S,54-257A,,02-742B,9,,5,0,,0,0,,12,70,840,14,5,,,22,10,RS4,,
PF907,54-206A,,14-457-2-2,15,,2,0,,0,0,,12,70,840,14,5,,,20,8,VNA,,
PF910,55-420B,,15-461-3-2,15,,1,0,,0,0,,12,70,840,14,5,,,18,6,VNA,,
PF913,55-236A,,15-459-3-1,37,,21,0,,0,0,,12,135,1620,15,9,,,45,21,VNA,,
PF924,56-909-5-4,,02-470F,9,,26,0,,0,0,,12,66,792,11,6,,,14,2,RS2,,
PF926,54-426A,07-372-2-7,"01-077D, 09-446-4-2",9,1,"7, 6",0,0,"0, 0",0,0,12,66,792,11,6,36,24,18,6,009,,
PF936,54-210B,,02-526B,28,,6,0,,0,0,,12,135,1620,15,9,,,30,18,RS4,,
PF937,01-913-1-7,,22-450-3-2,2821,,48,6,,0,0,,12,360,4320,36,10,,,60,36,VNA,CN,CN
PF942,55-448A,,19-201C,12,,16,0,,0,0,,12,70,840,14,5,,,21,9,RS6,,
PF943,53-904-2-2,,19-214H,16,,7,0,,0,0,,12,120,1440,15,8,,,36,12,RS6,,
PF945,54-434B,,02-670C,25,,5,0,,0,0,,12,135,1620,15,9,,,36,24,RS4,,
PF946,54-420A,,02-778B,33,,4,3,,0,0,,12,135,1620,15,9,,,45,21,RS4,,
PF947,54-426B,,02-510D,18,,3,0,,0,0,,12,135,1620,15,9,,,30,18,RS4,,
PF950,57-452C,03-150-2-4,19-406G,15,5,24,0,0,0,0,0,12,77,924,11,7,84,48,24,12,009,,
PF952,61-906-1-3,,02-333B,25,,1,0,,0,0,,12,32,384,16,2,,,24,12,VNA,,
PF963,55-450D,,19-229H,17,,3,0,,0,0,,12,70,840,10,7,,,24,12,RS6,,
PF9803,03-908-1-1,,"09-132M, 14-447-5-1",20,,"16, 37",0,,"0, 0",0,,12,81,972,9,9,,,24,12,VNA,,
PF9804,01-913-2-2,03-256-1-2,"04-456-4-1, 51-682-1-1",28,27,"35, 280",0,5,"0, 4",24,0,6,35,210,7,5,318,108,84,42,004,,
PF981,01-929-2-1,,"01-469-1-2, 01-472-3-2, 01-474-3-1",2530,,"840, 1440, 240",1,,"0, 0, 0",0,,1,2400,2400,200,12,,,4800,2400,EAR,CN,"CN, CN, CN"
PF9814,01-909-4-1,03-252-1-1,04-408-6-2,60,24,21,0,5,0,0,0,12,36,432,6,6,648,216,84,48,004,,
PF9824,52-265D,,16-475-2-1,0,,2,0,,0,0,,12,70,840,10,7,,,14,2,VNA,CN,CN
PF986,51-258F,,02-437F,7,,14,0,,0,0,,12,200,2400,40,5,,,18,6,RS2,,
PF9862,51-210C,,19-665B,4,,5,0,,0,0,,12,196,2352,28,7,,,24,12,RS8,TW,TW
PF9865,55-469C,,02-478I,5,,20,0,,0,0,,12,77,924,11,7,,,14,2,RS2,,
PF9868,54-246C,,"19-485G, 19-485H",7,,"9, 11",1,,"1, 0",0,,12,60,720,10,6,,,14,2,RS6,,
PF987,60-910-5-2,,03-150A,13,,8,0,,0,0,,12,48,576,6,8,,,14,2,VNA,,
PF9870,"01-911-3-1, 57-219C",02-151-1-2,", , -, , , -1-9, --D-1, 01-409-1-1, 18-456-3-2, 19-471-4-1, 19-473-4-2, 20-468-2-2, 99-999Z","124, 12",49,"3, 36, 39, 49, 31, 18, 49, 1","1, 0",0,"0, 36, 0, 0, 0, 0, 0, 1","12, 0",0,12,49,588,7,7,888,300,156,84,001,,
PF9872,55-464D,,19-782G,5,,2,0,,0,0,,12,77,924,11,7,,,14,2,RS8,DE,DE
PF9873,53-408B,,01-190D,34,,207,0,,0,0,,1,5760,5760,320,18,,,48,24,"01R, EAE, EAW",TW,TW
PF9879,53-250D,,18-137C,6,,41,0,,0,0,,6,56,336,14,4,,,8,2,RS8,DE,DE
PF9889,57-216C,,02-213G,11,,13,0,,0,0,,12,50,600,12,4,,,14,2,RS2,CN,CN
PF9890,57-907-2-1,,02-374A,3,,64,0,,0,0,,12,90,1080,10,9,,,14,2,VNA,CN,CN
PF9896 KIT,57-427A,,"17-138D, 17-156B, 18-137D",5,,"14, 24, 32",0,,"0, 0, 0",0,,6,27,162,9,3,,,8,2,RS8,,
PF9899,53-440B,,15-454-2-2,7,,4,0,,0,0,,12,48,576,12,4,,,14,2,VNA,CN,CN
PF9901 KIT,51-472C,,"17-018D, 19-445H",2,,"11, 11",0,,"0, 0",0,,12,48,576,12,4,,,14,2,RS6,,
PF9902,"52-457B, 55-270B",,"16-475-2-2, 16-476-1-2","10, 12",,"58, 18","0, 0",,"0, 0","0, 0",,12,60,720,20,3,,,14,2,VNA,TW,"TW, TW"
PF9907,54-222E,,01-162C,14,,482,0,,0,0,,1,7056,7056,504,14,,,24,12,"01R, EAE, EAW",TW,TW
PF9908 KIT,,24-526-1-1,"43-655-1-1, 52-659-1-1",,1465,"1760, 352",,1,"0, 0",,0,1,176,176,22,8,2640,1408,,,3DF,AT,"AT, AT"
PF9909,55-407E,,14-451-2-1,25,,24,0,,0,0,,12,126,1512,14,9,,,24,12,VNA,MA,MA
PF9919,55-201E,,"17-123F, 99-999Z",1,,"26, 1",5,,"0, 1",12,,12,42,504,6,7,,,14,2,RS8,TW,"TW, TW"
PF9924 KIT,01-921-3-5,03-204-1-1,"04-434-2-1, 04-454-1-2, 43-615-1-1, 99-999Z",40,22,"36, 36, 252, 4",1,2,"0, 0, 0, 4",24,0,6,36,216,9,4,324,108,72,48,004,,
PG1326,51-416A,,"01-088E, 01-163C",46,,"48, 41",0,,"0, 0",0,,1,500,500,50,10,,,48,24,"01R, EAE, EAW",CN,"CN, CN"
PKG370,51-472B,,01-154D,32,,147,0,,0,0,,1,960,960,8,120,,,40,20,"01R, EAE, EAW",,
PKG400,,07-214-2-1,19-472-6-1,,6,79,,0,0,,0,1,364,364,28,13,8,4,,,009,TW,TW
PKG401,54-233C,,01-190G,7,,34,0,,0,0,,1,364,364,28,13,,,10,5,"01R, EAE, EAW",TW,TW
PKG402,52-200C,,"01-095F, 01-146E",14,,"12, 32",0,,"0, 0",0,,1,150,150,15,10,,,18,9,"01R, EAE, EAW",TW,"TW, TW"
PKG406,,66-028A,85-120B,,52,150,,0,0,,0,1,500,500,250,2,,,,,1D1,,
PKG411,54-269A,,01-184D,15,,17,0,,0,0,,1,616,616,56,11,,,18,9,"01R, EAE, EAW",TW,TW
PKG412,52-408E,,01-050B,4,,68,0,,0,0,,1,645,645,215,3,,,6,3,"01R, EAE, EAW",TW,TW
PKG423,51-422E,,01-163A,6,,47,0,,0,0,,1,768,768,24,32,,,30,15,"01R, EAE, EAW",,
PKG425-S,51-265A,,01-162A,0,,264,0,,-46,0,,1,1500,1500,10,150,,,75,50,"01R, EAE, EAW",,
PKG475-DVD,51-279E,,01-152B,180,,59,0,,0,0,,1,1480,1480,8,185,,,240,120,"01R, EAE, EAW",,
PKG475-P,51-405A,,01-137F,100,,102,0,,0,0,,1,44800,44800,224,200,,,200,100,"01R, EAE, EAW",,
PKG475-P-DVD,51-449C,,01-152B,18,,173,0,,0,0,,1,1480,1480,8,185,,,50,25,"01R, EAE, EAW",,
PKG475-R,51-210J,,01-178F,0,,960,0,,0,0,,1,10000,10000,40,250,,,120,60,"01R, EAE, EAW",,
PKG475-S,51-290E,,01-448-6-1,124,,70,0,,0,0,,1,10000,10000,20,500,,,120,60,"01R, EAE, EAW",,
